Product_ID,Product_Name,Variant_Strength,Category,Price_USD,In_Stock,Warehouse_Location,SKU_Code,Short_Description,Full_Description,Molecular_Formula,Molar_Mass,CAS_Number,Synonyms,PubChem_ID,Image_URL,Certificate_of_Analysis_URL,SEO_Title,SEO_Description,Featured,Popularity_Score,Stock_Quantity,Unit_Size,Specification,Temperature_Storage,Shelf_Life,Shipping_Restrictions,Is_Discontinued,Research_Applications,Storage_Requirements,Handling_Guidelines,Notes,Product_Slug
26,Tirzepatide,20mg,Weight Loss / Blood Sugar Control / Metabolic Regulation,110.00,TRUE,Both,TR20,Dual GLP-1/GIP receptor agonist for metabolic research,"Tirzepatide is a dual glp-1 and gip receptor agonist peptide developed for research into metabolic regulation. Research applications include investigations into glucose homeostasis, insulin secretion, weight management, appetite control, and metabolic syndrome in experimental models.",C225H348N48O68,4813.4 g/mol,2023788-19-2,"Tirzepatide, Mounjaro (brand name), Zepbound (brand name), LY3298176",156588324,https://cdn.vicipeptides.com/images/placeholders/tirzepatide.jpg,,Buy Tirzepatide 20mg Research Peptide – Vici Peptides,High-purity Tirzepatide 20mg research peptide available for laboratory research use only from Vici Peptides. Dual GLP-1/GIP receptor agonist for metabolic research,FALSE,95,102,1 Vial,20mg vial,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"Tirzepatide is used in laboratory research to investigate dual GLP-1 and GIP receptor activation for metabolic regulation. Research applications include studies on glucose homeostasis, insulin secretion, glucagon suppression, weight management mechanisms, appetite control, gastric emptying, and metabolic syndrome in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,tirzepatide
27,Tirzepatide,30mg,Weight Loss / Blood Sugar Control / Metabolic Regulation,155.00,TRUE,Both,TR30,Dual GLP-1/GIP receptor agonist for metabolic research,"Tirzepatide is a dual glp-1 and gip receptor agonist peptide developed for research into metabolic regulation. Research applications include investigations into glucose homeostasis, insulin secretion, weight management, appetite control, and metabolic syndrome in experimental models.",C225H348N48O68,4813.4 g/mol,2023788-19-2,"Tirzepatide, Mounjaro (brand name), Zepbound (brand name), LY3298176",156588324,https://cdn.vicipeptides.com/images/placeholders/tirzepatide.jpg,,Buy Tirzepatide 30mg Research Peptide – Vici Peptides,High-purity Tirzepatide 30mg research peptide available for laboratory research use only from Vici Peptides. Dual GLP-1/GIP receptor agonist for metabolic research,FALSE,96,137,1 Vial,30mg vial,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"Tirzepatide is used in laboratory research to investigate dual GLP-1 and GIP receptor activation for metabolic regulation. Research applications include studies on glucose homeostasis, insulin secretion, glucagon suppression, weight management mechanisms, appetite control, gastric emptying, and metabolic syndrome in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,tirzepatide
28,Tirzepatide,60mg,Weight Loss / Blood Sugar Control / Metabolic Regulation,232.00,TRUE,Both,TR60,Dual GLP-1/GIP receptor agonist for metabolic research,"Tirzepatide is a dual glp-1 and gip receptor agonist peptide developed for research into metabolic regulation. Research applications include investigations into glucose homeostasis, insulin secretion, weight management, appetite control, and metabolic syndrome in experimental models.",C225H348N48O68,4813.4 g/mol,2023788-19-2,"Tirzepatide, Mounjaro (brand name), Zepbound (brand name), LY3298176",156588324,https://cdn.vicipeptides.com/images/placeholders/tirzepatide.jpg,,Buy Tirzepatide 60mg Research Peptide – Vici Peptides,High-purity Tirzepatide 60mg research peptide available for laboratory research use only from Vici Peptides. Dual GLP-1/GIP receptor agonist for metabolic research,FALSE,97,75,1 Vial,60mg vial,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"Tirzepatide is used in laboratory research to investigate dual GLP-1 and GIP receptor activation for metabolic regulation. Research applications include studies on glucose homeostasis, insulin secretion, glucagon suppression, weight management mechanisms, appetite control, gastric emptying, and metabolic syndrome in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,tirzepatide
29,Mazdutide,10mg,Weight Loss / Blood Sugar Control / Metabolic Regulation,195.00,TRUE,Both,MDT10,Dual GLP-1/GCG receptor agonist for metabolic research,"Mazdutide is a dual glp-1 and gcg receptor agonist peptide developed for research into metabolic regulation. Research applications include investigations into glucose homeostasis, weight management, appetite control, and metabolic syndrome in experimental models.",Variable peptide sequence,Variable,N/A,"Mazdutide, IBI362, Dual GLP-1/GCG agonist",N/A,https://cdn.vicipeptides.com/images/placeholders/mazdutide-10mg.jpg,,Buy Mazdutide 10mg Research Peptide – Vici Peptides,High-purity Mazdutide 10mg research peptide available for laboratory research use only from Vici Peptides. Dual GLP-1/GCG receptor agonist for metabolic research,FALSE,98,189,1 Vial,10mg × 10 vials,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"Mazdutide is used in laboratory research to investigate dual GLP-1 and GCG receptor activation for metabolic regulation. Research applications include studies on glucose homeostasis, weight management mechanisms, appetite control, and metabolic syndrome in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,mazdutide-10mg
30,AOD9604,5mg,Weight Loss / Blood Sugar Control / Metabolic Regulation,101.00,TRUE,Both,5AD,HGH fragment for metabolic and lipolysis research,"Aod9604 is a synthetic peptide fragment derived from human growth hormone (hgh) for research into metabolic regulation. Research applications include investigations into lipolysis, fat metabolism, weight management, and metabolic syndrome in experimental models.",C78H123N21O20S,1814.0 g/mol,221231-10-3,"AOD9604, HGH Fragment 176-191, Modified HGH (176-191)",16129792,https://cdn.vicipeptides.com/images/placeholders/aod9604.jpg,,Buy AOD9604 5mg Research Peptide – Vici Peptides,High-purity AOD9604 5mg research peptide available for laboratory research use only from Vici Peptides. HGH fragment for metabolic and lipolysis research,FALSE,99,244,1 Vial,5mg vial,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"AOD9604 is used in laboratory research to investigate metabolic regulation and lipolysis mechanisms. Research applications include studies on fat metabolism, weight management, metabolic syndrome, and growth hormone-related metabolic processes in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,aod9604
31,AOD9604,10mg,Weight Loss / Blood Sugar Control / Metabolic Regulation,145.00,TRUE,Both,10AD,HGH fragment for metabolic and lipolysis research,"Aod9604 is a synthetic peptide fragment derived from human growth hormone (hgh) for research into metabolic regulation. Research applications include investigations into lipolysis, fat metabolism, weight management, and metabolic syndrome in experimental models.",C78H123N21O20S,1814.0 g/mol,221231-10-3,"AOD9604, HGH Fragment 176-191, Modified HGH (176-191)",16129792,https://cdn.vicipeptides.com/images/placeholders/aod9604.jpg,,Buy AOD9604 10mg Research Peptide – Vici Peptides,High-purity AOD9604 10mg research peptide available for laboratory research use only from Vici Peptides. HGH fragment for metabolic and lipolysis research,FALSE,70,135,1 Vial,10mg vial,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"AOD9604 is used in laboratory research to investigate metabolic regulation and lipolysis mechanisms. Research applications include studies on fat metabolism, weight management, metabolic syndrome, and growth hormone-related metabolic processes in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,aod9604
32,Adipotide,5mg,Weight Loss / Blood Sugar Control / Metabolic Regulation,140.00,TRUE,Both,AP5,Peptide targeting adipose tissue for metabolic research,"Adipotide is a synthetic peptide targeting white adipose tissue for research into fat metabolism and weight management. Research applications include investigations into adipocyte apoptosis, fat tissue reduction, metabolic regulation, and obesity-related processes in experimental models.",C254H402N72O68S2,5971.6 g/mol,N/A,"Adipotide, Prohibitin-TP01, CKGGRAKDC-GG-D(KLAKLAK)2",N/A,https://cdn.vicipeptides.com/images/placeholders/adipotide-5mg.jpg,,Buy Adipotide 5mg Research Peptide – Vici Peptides,High-purity Adipotide 5mg research peptide available for laboratory research use only from Vici Peptides. Peptide targeting adipose tissue for metabolic research,FALSE,71,89,1 Vial,5mg × 10 vials,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"Adipotide is used in laboratory research to investigate adipose tissue targeting and fat metabolism. Research applications include studies on adipocyte apoptosis, white adipose tissue reduction, metabolic regulation, obesity-related processes, and weight management mechanisms in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,adipotide-5mg
33,Lipo-c,10ml,Weight Loss / Blood Sugar Control / Metabolic Regulation,80.00,TRUE,Both,LC216,Lipotropic combination for fat metabolism research,"Lipo-c is a combination preparation containing lipotropic factors for research into fat metabolism and lipid processing. Research applications include investigations into lipid metabolism, fat oxidation, liver function, and metabolic regulation in experimental models.",Combination product,Variable,N/A,"Lipo-c, Lipotropic complex, Fat metabolism support",N/A,https://cdn.vicipeptides.com/images/placeholders/lipo-c-10ml.jpg,,Buy Lipo-c 10ml Research Peptide – Vici Peptides,High-purity Lipo-c 10ml research peptide available for laboratory research use only from Vici Peptides. Lipotropic combination for fat metabolism research,FALSE,72,149,1 Vial,10ml × 10 vials,Store at 2-8°C,24 months,Ships to verified research institutions only,FALSE,"Lipo-c is used in laboratory research to investigate fat metabolism and lipid processing. Research applications include studies on lipid metabolism, fat oxidation, liver function, metabolic regulation, and weight management mechanisms in experimental models.",Store at 2-8°C. Protect from light and freezing. Maintain sterile conditions. Use within expiration date.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,lipo-c-10ml
34,L-carnitine,600mg 10ml,Weight Loss / Blood Sugar Control / Metabolic Regulation,60.00,TRUE,Both,LC600,Amino acid derivative for fat metabolism and energy research,"L-carnitine is an amino acid derivative essential for fatty acid transport into mitochondria for research into energy metabolism. Research applications include investigations into fat oxidation, energy production, metabolic regulation, and exercise performance in experimental models.",C7H15NO3,161.20 g/mol,541-15-1,"L-Carnitine, Levocarnitine, Vitamin BT, Carnitine",2724480,https://cdn.vicipeptides.com/images/placeholders/l-carnitine.jpg,,Buy L-carnitine 600mg 10ml Research Peptide – Vici Peptides,High-purity L-carnitine 600mg 10ml research peptide available for laboratory research use only from Vici Peptides. Amino acid derivative for fat metabolism and energy research,FALSE,73,122,1 Vial,600mg 10ml vial,Store solution at 2-8°C,24 months,Ships to verified research institutions only,FALSE,"L-carnitine is used in laboratory research to investigate fatty acid metabolism and energy production. Research applications include studies on fat oxidation, mitochondrial function, energy metabolism, metabolic regulation, and exercise-related metabolic processes in experimental models.",Store solution at 2-8°C. Protect from light and freezing. Maintain sterile conditions. Use within expiration date.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,l-carnitine
35,L-carnitine,1200mg 10ml,Weight Loss / Blood Sugar Control / Metabolic Regulation,120.00,TRUE,Both,LC1200,Amino acid derivative for fat metabolism and energy research,"L-carnitine is an amino acid derivative essential for fatty acid transport into mitochondria for research into energy metabolism. Research applications include investigations into fat oxidation, energy production, metabolic regulation, and exercise performance in experimental models.",C7H15NO3,161.20 g/mol,541-15-1,"L-Carnitine, Levocarnitine, Vitamin BT, Carnitine",2724480,https://cdn.vicipeptides.com/images/placeholders/l-carnitine.jpg,,Buy L-carnitine 1200mg 10ml Research Peptide – Vici Peptides,High-purity L-carnitine 1200mg 10ml research peptide available for laboratory research use only from Vici Peptides. Amino acid derivative for fat metabolism and energy research,FALSE,74,157,1 Vial,1200mg 10ml vial,Store solution at 2-8°C,24 months,Ships to verified research institutions only,FALSE,"L-carnitine is used in laboratory research to investigate fatty acid metabolism and energy production. Research applications include studies on fat oxidation, mitochondrial function, energy metabolism, metabolic regulation, and exercise-related metabolic processes in experimental models.",Store solution at 2-8°C. Protect from light and freezing. Maintain sterile conditions. Use within expiration date.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,l-carnitine
36,Survodutide,10mg,Weight Loss / Blood Sugar Control / Metabolic Regulation,296.00,TRUE,Both,SUR10,Dual GLP-1/Glucagon receptor agonist for metabolic research,"Survodutide is a dual glp-1 and glucagon receptor agonist peptide developed for research into metabolic regulation. Research applications include investigations into glucose homeostasis, weight management, appetite control, and metabolic syndrome in experimental models.",Variable peptide sequence,Variable,N/A,"Survodutide, BI 456906, Dual GLP-1/GCG agonist",N/A,https://cdn.vicipeptides.com/images/placeholders/survodutide-10mg.jpg,,Buy Survodutide 10mg Research Peptide – Vici Peptides,High-purity Survodutide 10mg research peptide available for laboratory research use only from Vici Peptides. Dual GLP-1/Glucagon receptor agonist for metabolic research,FALSE,75,69,1 Vial,10mg × 10 vials,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"Survodutide is used in laboratory research to investigate dual GLP-1 and glucagon receptor activation for metabolic regulation. Research applications include studies on glucose homeostasis, weight management mechanisms, appetite control, and metabolic syndrome in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,survodutide-10mg
37,BPC-157,5mg,Repair / Healing / Anti-inflammatory,35.00,TRUE,Both,BC5,Synthetic pentadecapeptide for cellular repair research,"Bpc-157 is a synthetic pentadecapeptide compound studied for its potential role in cellular repair mechanisms and tissue regeneration processes. Research applications include investigations into tendon and ligament healing, gastrointestinal cytoprotection, neuroprotective effects, and angiogenesis modulation in experimental models.",C62H98N16O22,1419.5 g/mol,137525-51-0,"Body Protection Compound-157, PL-14736, Bepecin, BPC-15",9941957,https://cdn.vicipeptides.com/images/placeholders/bpc-157.jpg,,Buy BPC-157 5mg Research Peptide – Vici Peptides,High-purity BPC-157 5mg research peptide available for laboratory research use only from Vici Peptides. Synthetic pentadecapeptide for cellular repair research,FALSE,61,68,1 Vial,5mg vial,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"BPC-157 has been extensively studied in laboratory research for its potential effects on cellular repair mechanisms. Research applications include investigations into tissue regeneration, wound healing processes, tendon and ligament repair, gastrointestinal cytoprotection, neuroprotective effects in central nervous system injuries, angiogenesis modulation through VEGFR2 activation, and cellular signaling pathways in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days.,"Handle with appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,bpc-157
38,BPC-157,10mg,Repair / Healing / Anti-inflammatory,50.00,TRUE,Both,BC10,Synthetic pentadecapeptide for cellular repair research,"Bpc-157 is a synthetic pentadecapeptide compound studied for its potential role in cellular repair mechanisms and tissue regeneration processes. Research applications include investigations into tendon and ligament healing, gastrointestinal cytoprotection, neuroprotective effects, and angiogenesis modulation in experimental models.",C62H98N16O22,1419.5 g/mol,137525-51-0,"Body Protection Compound-157, PL-14736, Bepecin, BPC-15",9941957,https://cdn.vicipeptides.com/images/placeholders/bpc-157.jpg,,Buy BPC-157 10mg Research Peptide – Vici Peptides,High-purity BPC-157 10mg research peptide available for laboratory research use only from Vici Peptides. Synthetic pentadecapeptide for cellular repair research,FALSE,62,86,1 Vial,10mg vial,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"BPC-157 has been extensively studied in laboratory research for its potential effects on cellular repair mechanisms. Research applications include investigations into tissue regeneration, wound healing processes, tendon and ligament repair, gastrointestinal cytoprotection, neuroprotective effects in central nervous system injuries, angiogenesis modulation through VEGFR2 activation, and cellular signaling pathways in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days.,"Handle with appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,bpc-157
39,BPC-157 + TB-500,5mg + 5mg,Repair / Healing / Anti-inflammatory,117.00,TRUE,Both,BB10,BPC-157 and TB-500 combination for repair research,"Combination of bpc-157 and tb-500 peptides for research into synergistic cellular repair mechanisms. Research applications include investigations into tissue regeneration, wound healing, tendon repair, and cellular migration processes in experimental models.",Combination product,Variable,N/A,"BPC-157 + TB-500, BPC/TB combo",N/A,https://cdn.vicipeptides.com/images/placeholders/bpc-tb-combo.jpg,,Buy BPC-157 + TB-500 5mg + 5mg Research Peptide – Vici Peptides,High-purity BPC-157 + TB-500 5mg + 5mg research peptide available for laboratory research use only from Vici Peptides. BPC-157 and TB-500 combination for repair research,FALSE,63,77,1 Vial,BPC 5mg + TB 5mg vial,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"This combination is used in laboratory research to investigate synergistic effects on cellular repair and tissue regeneration. Research applications include studies on wound healing, tendon and ligament repair, tissue regeneration, and cellular migration processes in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,bpc-tb-combo
40,BPC-157 + TB-500,10mg + 10mg,Repair / Healing / Anti-inflammatory,196.00,TRUE,Both,BB20,BPC-157 and TB-500 combination for repair research,"Combination of bpc-157 and tb-500 peptides for research into synergistic cellular repair mechanisms. Research applications include investigations into tissue regeneration, wound healing, tendon repair, and cellular migration processes in experimental models.",Combination product,Variable,N/A,"BPC-157 + TB-500, BPC/TB combo",N/A,https://cdn.vicipeptides.com/images/placeholders/bpc-tb-combo.jpg,,Buy BPC-157 + TB-500 10mg + 10mg Research Peptide – Vici Peptides,High-purity BPC-157 + TB-500 10mg + 10mg research peptide available for laboratory research use only from Vici Peptides. BPC-157 and TB-500 combination for repair research,FALSE,64,198,1 Vial,BPC 10mg + TB 10mg vial,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"This combination is used in laboratory research to investigate synergistic effects on cellular repair and tissue regeneration. Research applications include studies on wound healing, tendon and ligament repair, tissue regeneration, and cellular migration processes in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,bpc-tb-combo
41,GHK-Cu,50mg,Repair / Healing / Anti-inflammatory,50.00,TRUE,Both,CU,Copper-binding tripeptide for tissue regeneration research,"Ghk-cu is a naturally occurring copper-binding tripeptide compound (glycyl-l-histidyl-l-lysine copper complex) first isolated from human plasma in 1973. Research applications include investigations into collagen synthesis and tissue regeneration, wound healing mechanisms, anti-inflammatory effects, antioxidant defense, hair growth stimulation, and gene expression modulation.",C14H24CuN6O4,403.9 g/mol,89030-95-5,"Copper Tripeptide-1, Glycyl-L-Histidyl-L-Lysine Copper, GHK-Cu, Cu-GHK",139035031,https://cdn.vicipeptides.com/images/placeholders/ghk-cu.jpg,,Buy GHK-Cu 50mg Research Peptide – Vici Peptides,High-purity GHK-Cu 50mg research peptide available for laboratory research use only from Vici Peptides. Copper-binding tripeptide for tissue regeneration research,FALSE,65,83,1 Vial,50mg vial,"Store lyophilized powder at 2-8°C in airtight, light-blocking containers",36 months,Ships to verified research institutions only,FALSE,"GHK-Cu is extensively studied in laboratory research for its potential effects on tissue regeneration and repair mechanisms. Research applications include investigations into collagen synthesis stimulation through copper-dependent enzyme activation, wound healing acceleration through enhanced angiogenesis and fibroblast activation, anti-inflammatory effects through suppression of pro-inflammatory cytokines, antioxidant defense through superoxide dismutase mimetic activity, hair growth stimulation through Wnt/β-catenin pathway activation, and gene expression modulation affecting over 4,000 human genes.","Store lyophilized powder at 2-8°C in airtight, light-blocking containers. Protect from light, air, and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.","Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. The compound may form blue to purple colored solutions due to copper(II) complexation. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,ghk-cu
42,GHK-Cu,100mg,Repair / Healing / Anti-inflammatory,90.00,TRUE,Both,CU100,Copper-binding tripeptide for tissue regeneration research,"Ghk-cu is a naturally occurring copper-binding tripeptide compound (glycyl-l-histidyl-l-lysine copper complex) first isolated from human plasma in 1973. Research applications include investigations into collagen synthesis and tissue regeneration, wound healing mechanisms, anti-inflammatory effects, antioxidant defense, hair growth stimulation, and gene expression modulation.",C14H24CuN6O4,403.9 g/mol,89030-95-5,"Copper Tripeptide-1, Glycyl-L-Histidyl-L-Lysine Copper, GHK-Cu, Cu-GHK",139035031,https://cdn.vicipeptides.com/images/placeholders/ghk-cu.jpg,,Buy GHK-Cu 100mg Research Peptide – Vici Peptides,High-purity GHK-Cu 100mg research peptide available for laboratory research use only from Vici Peptides. Copper-binding tripeptide for tissue regeneration research,FALSE,66,185,1 Vial,100mg vial,"Store lyophilized powder at 2-8°C in airtight, light-blocking containers",36 months,Ships to verified research institutions only,FALSE,"GHK-Cu is extensively studied in laboratory research for its potential effects on tissue regeneration and repair mechanisms. Research applications include investigations into collagen synthesis stimulation through copper-dependent enzyme activation, wound healing acceleration through enhanced angiogenesis and fibroblast activation, anti-inflammatory effects through suppression of pro-inflammatory cytokines, antioxidant defense through superoxide dismutase mimetic activity, hair growth stimulation through Wnt/β-catenin pathway activation, and gene expression modulation affecting over 4,000 human genes.","Store lyophilized powder at 2-8°C in airtight, light-blocking containers. Protect from light, air, and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.","Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. The compound may form blue to purple colored solutions due to copper(II) complexation. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,ghk-cu
43,Thymosin Alpha-1,5mg,Repair / Healing / Anti-inflammatory,100.00,TRUE,Both,TA5,Synthetic peptide for immune function research,"Thymosin alpha-1 is a synthetic 28-amino acid peptide derived from thymosin fraction 5 for research into immune function. Research applications include investigations into t-cell maturation, immune system modulation, viral infection responses, and immunodeficiency conditions in experimental models.",C129H215N33O55,3108.3 g/mol,62304-98-7,"Thymosin α1, Tα1, Zadaxin",16129793,https://cdn.vicipeptides.com/images/placeholders/thymosin-alpha-1.jpg,,Buy Thymosin Alpha-1 5mg Research Peptide – Vici Peptides,High-purity Thymosin Alpha-1 5mg research peptide available for laboratory research use only from Vici Peptides. Synthetic peptide for immune function research,FALSE,67,219,1 Vial,5mg vial,Store lyophilized powder at -20°C in a dry environment,36 months,Ships to verified research institutions only,FALSE,"Thymosin Alpha-1 is used in laboratory research to investigate immune function and T-cell maturation. Research applications include studies on immune system modulation, T-cell differentiation, viral infection responses, immunodeficiency conditions, and immune-related disease processes in experimental models.",Store lyophilized powder at -20°C in a dry environment. Protect from light and moisture. Reconstituted solution should be stored at 4°C for up to 14 days. Maintain sterile conditions during reconstitution.,"Handle using sterile techniques and appropriate laboratory personal protective equipment (PPE). Use in well-ventilated areas. Avoid inhalation, ingestion, or skin contact. Follow standard laboratory safety protocols. Refer to Material Safety Data Sheet (MSDS) for complete safety information.",Data imported from master peptide catalog.,thymosin-alpha-1
